タイトル,プロパティ," 1",ファイル
,8:00,,
,9:00,メルマガ募集LP　ひーへ渡すデータ用意,
,5:30,トレーニング、歯磨き、鏡アファメーション,
,10:00,塾生募集　LP　イラレ移行,
,7:00,瞑想、アメプレス稼働、メモ,
,時刻,作業内容,
,19:00,川本さん名刺修正,
,13:00,自分メルマガ流れ,
,12:00,,
,14:00,アメブロヘッダー修正,
,15:00,ブログ修正（ひーにつくってもらっらの）,
,18:00,,
,11:00,自分メルマガ流れ、アンケートへの返信,
,17:00,塾生へのフォロー、自分メルマガ流れをアンケート１１日,
,16:00,,
,23:00,自我、エス、などを調べる,
,22:00,,
,24:00,成功映像などを見る,
,1:00,,
,21:00,,
,20:00,,
