タイトル,プロパティ," 1",ファイル
,時刻,作業内容,
,6:45,トレーニング、歯磨き、鏡アファメーション,
,7:00,瞑想、アメプレス稼働、メモ,
,9:00,"チャットワークで川本さん対応,７日イベントプランニング",
,8:00,チャットワークで相馬さん対応,
,13:00,川本さん名刺の内容考えるひーにオンライン講座LP振る,
,10:00,オンライン講座募集LPバナー指示をひーに野崎さんが早く進めるために心歩塾向けHP、MAセットプラン詰める,
,12:00,鏡アファメーション,
,14:00,塾生募集LP,
,11:00,,
,19:00,食事,
,20:00,,
,16:00,第１期生の募集の用意（今月中に募集）,
,21:00,心歩塾グループコンサル,
,15:00,７日イベントページの作成,
,17:00,,
,18:00,,
,23:00,メモの改善,
,1:00,,
,22:00,,
,24:00,成功映像などを見る,
