タイトル,プロパティ," 1",ファイル
,時刻,作業内容,
,9:00,ブログヘッダーひーに振る、,
,13:00,８日の分のブログ作る→アップ、メモをスマホに入れる,
,8:00,,
,10:00,MAの説明動画の構成を考える,
,7:00,瞑想、アメプレス稼働、メモ,
,6:45,トレーニング、歯磨き、鏡アファメーション,
,11:00,オンライン講座考える、鏡アファメーション、モチベーションの支点を確認→決める,
,12:00,,
,18:00,川本さん２０２０年２億にする計画,
,17:00,心歩塾の塾生がちゃんとMAとHPを導入して成功する道筋を作る,
,14:00,どうして２０日までに集客できるか考える→モチベーションアップ,
,16:00,コーチコンサルの商材とメルマガの概要を決める,
,21:00,,
,19:00,食事,
,15:00,,
,20:00,,
,22:00,ブログのネタを作る,
,1:00,,
,24:00,成功映像などを見る,
,23:00,ベトナム関連見る、名古屋の引越し先見る,
