名前,タグ,Category,書類制作日付,URL,クライアント,テキスト,プロジェクト,備考,実施予定日,"日付 ",重要度
YouTube医療発信でバン避ける情報,,,2024年7月22日 14:34,,SUNNYSH (../DB_%E3%82%AF%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%88%E3%83%BB%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9/SUNNYSH%2008d06c9684c3467ba3373ef7768d2323.md),,YouTube健康勉強動画 (YouTube%E5%81%A5%E5%BA%B7%E5%8B%89%E5%BC%B7%E5%8B%95%E7%94%BB%20dca38fc045054e1eab61347d20d1fd51.md),,,,
健康勉強会　第１回内容,work notes,work notes,2024年7月9日 12:11,,SUNNYSH (../DB_%E3%82%AF%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%88%E3%83%BB%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9/SUNNYSH%2008d06c9684c3467ba3373ef7768d2323.md),,YouTube健康勉強動画 (YouTube%E5%81%A5%E5%BA%B7%E5%8B%89%E5%BC%B7%E5%8B%95%E7%94%BB%20dca38fc045054e1eab61347d20d1fd51.md),,,,
健康勉強会　内容アイデア,"work notes, アイデア",work notes,2024年7月9日 12:10,,SUNNYSH (../DB_%E3%82%AF%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%88%E3%83%BB%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9/SUNNYSH%2008d06c9684c3467ba3373ef7768d2323.md),,YouTube健康勉強動画 (YouTube%E5%81%A5%E5%BA%B7%E5%8B%89%E5%BC%B7%E5%8B%95%E7%94%BB%20dca38fc045054e1eab61347d20d1fd51.md),,,,
健康勉強会の目的、注意点,"work notes, アイデア",work notes,2024年7月9日 12:09,,SUNNYSH (../DB_%E3%82%AF%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%88%E3%83%BB%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9/SUNNYSH%2008d06c9684c3467ba3373ef7768d2323.md),,YouTube健康勉強動画 (YouTube%E5%81%A5%E5%BA%B7%E5%8B%89%E5%BC%B7%E5%8B%95%E7%94%BB%20dca38fc045054e1eab61347d20d1fd51.md),,,,
