"注文No: 14856202_001 
[カートNo: 2355655 ]
注文日時: 2013/08/15 10:54",品名,サンライトシールド様　施工済シール　500枚,ファイル
[カートNo: 2355655 ]
注文日時: 2013/08/15 10:54",品名,サンライトシールド様　施工済シール　500枚,ファイル
,商品名,"業務用ラベル91×20mm以内・黒1色+カラー1色 / 5日納期 / 黒単色
+カラー1色 / 透明PET / 500 枚 7,520 円",
,オプション,ホワイト　0円,
,進捗状況,"出荷済み 
[ 佐川急便 問合No：515140913696 
出荷完了日： 2013/08/20 500枚 ]",
