タイトル,プロパティ," 1",ファイル
,時刻,作業内容,
,5:30,トレーニング、歯磨き、鏡アファメーション,
,7:00,瞑想、アメプレス稼働、メモ,
,8:00,,
,9:00,相馬さんキャッチコピー,
,10:00,今やるべきコトを考える,
,11:00,,
,12:00,,
,13:00,,
,14:00,六牛図,
,15:00,,
,16:00,ブログを考える,
,17:00,川本さん打ち合わせ用意,
,18:00,,
,19:00,川本さん打ち合わせ,
,20:00,食事,
,21:00,,
,22:00,,
,23:00,自我、エス、などを調べる,
,24:00,成功映像などを見る,
,1:00,,
