タイトル,プロパティ," 1",ファイル
,時刻,作業内容,
,5:30,トレーニング、歯磨き、鏡アファメーション,
,7:00,瞑想、アメプレス稼働、メモ,
,8:00,,
,9:00,,
,10:00,話す内容考える,
,11:00,,
,12:00,準備開始,
,13:1013:37,家を出る黒川駅,
,14:30,石倉さん来る,
,15:30,楽楽さんに移動,
,16:00,イベント開始,
,17:00,,
,18:00,,
,19:00,,
,20:00,,
,21:00,,
,22:00,,
,23:00,自我、エス、などを調べる,
,24:00,成功映像などを見る,
,1:00,,
